1699287679.000000, 1699287679.000000, 1699287679.000000
32.000000, 32.000000, 32.000000
58,11,-31
58,11,-30
56,12,-28
52,12,-28
52,14,-29
57,15,-26
57,15,-27
57,15,-26
59,14,-28
56,15,-29
58,14,-26
57,12,-26
55,11,-25
53,12,-22
50,12,-24
50,12,-21
49,13,-25
50,11,-23
50,11,-19
51,10,-21
52,8,-20
52,7,-20
54,9,-24
56,8,-21
64,6,-20
68,6,-20
69,11,-24
66,9,-19
66,8,-16
65,7,-11
65,7,-12
60,11,-24
67,14,-17
69,15,-15
68,20,-16
87,19,-5
86,21,-7
77,23,-5
95,27,2
92,39,1
77,47,4
67,51,11
51,57,6
36,56,-3
30,51,8
7,49,-12
-5,46,-7
-29,39,5
-36,29,10
-33,26,16
-9,25,11
-3,28,11
11,33,21
-3,47,26
-9,54,29
-7,56,34
-10,51,36
-16,50,33
-9,50,31
-12,48,30
-12,52,32
-10,50,38
-9,51,38
-4,57,32
-9,53,25
-6,55,26
-11,54,27
-21,53,24
-31,50,26
-36,43,34
-52,42,38
-34,40,33
-34,34,26
-30,25,28
-28,18,22
-26,19,18
-17,25,6
-13,25,1
2,29,-10
28,26,-9
39,24,-11
62,32,-2
93,44,25
97,55,17
107,64,15
110,65,34
87,63,12
76,40,-4
77,23,-6
82,11,-6
69,11,-15
56,8,-23
55,2,-12
47,5,-6
55,10,-9
62,21,-12
56,21,-19
59,18,-17
60,17,-19
58,16,-26
55,16,-28
46,13,-36
63,14,-32
59,13,-33
55,17,-35
50,15,-34
50,15,-33
48,18,-34
49,17,-34
49,19,-34
50,19,-34
50,18,-33
52,17,-32
53,16,-29
52,16,-29
53,16,-30
54,15,-29
55,14,-27
56,14,-25
56,14,-25
55,16,-27
54,15,-27
54,15,-26
55,16,-28
55,15,-28
54,15,-25
55,15,-25
54,16,-26
52,17,-28
53,16,-28
53,18,-28
52,20,-27
55,18,-25
57,19,-26
52,17,-29
52,19,-30
50,20,-29
50,20,-29
53,20,-23
58,20,-23
57,19,-23
54,21,-23
56,19,-21
55,19,-21
53,24,-25
60,26,-22
53,26,-19
57,28,-21
56,25,-18
