1699372874.000000, IBI
18.687500,0.609375
36.906250,0.578125
37.468750,0.562500
38.078125,0.609375
38.687500,0.609375
39.281250,0.593750
39.890625,0.609375
40.515625,0.625000
41.140625,0.625000
41.750000,0.609375
42.375000,0.625000
43.015625,0.640625
43.609375,0.593750
44.218750,0.609375
44.843750,0.625000
51.078125,0.609375
51.656250,0.578125
52.234375,0.578125
52.812500,0.578125
53.406250,0.593750
54.062500,0.656250
75.781250,0.671875
76.406250,0.625000
77.062500,0.656250
77.703125,0.640625
78.328125,0.625000
87.234375,0.593750
87.828125,0.593750
88.437500,0.609375
89.062500,0.625000
89.671875,0.609375
90.265625,0.593750
90.875000,0.609375
91.500000,0.625000
92.078125,0.578125
92.671875,0.593750
93.281250,0.609375
93.875000,0.593750
94.484375,0.609375
95.062500,0.578125
220.265625,0.468750
220.750000,0.484375
221.265625,0.515625
221.828125,0.562500
222.359375,0.531250
222.921875,0.562500
223.484375,0.562500
224.031250,0.546875
224.562500,0.531250
225.093750,0.531250
225.640625,0.546875
272.281250,0.546875
283.546875,0.765625
284.250000,0.703125
364.671875,0.515625
365.171875,0.500000
365.687500,0.515625
366.187500,0.500000
366.703125,0.515625
367.187500,0.484375
367.656250,0.468750
368.156250,0.500000
368.640625,0.484375
369.125000,0.484375
452.140625,0.687500
452.750000,0.609375
453.546875,0.796875
546.765625,0.437500
547.203125,0.437500
547.640625,0.437500
548.093750,0.453125
548.500000,0.406250
548.906250,0.406250
568.828125,0.781250
569.593750,0.765625
570.390625,0.796875
571.250000,0.859375
572.000000,0.750000
572.796875,0.796875
573.484375,0.687500
574.328125,0.843750
575.078125,0.750000
575.796875,0.718750
576.484375,0.687500
577.156250,0.671875
621.000000,0.359375
626.015625,0.343750
653.187500,0.468750
653.625000,0.437500
654.109375,0.484375
654.578125,0.468750
655.140625,0.562500
659.640625,0.515625
660.093750,0.453125
672.406250,0.515625
672.953125,0.546875
673.390625,0.437500
687.765625,0.593750
704.093750,0.390625
706.218750,0.406250
746.937500,0.562500
747.468750,0.531250
748.015625,0.546875
748.531250,0.515625
749.046875,0.515625
749.562500,0.515625
750.093750,0.531250
750.625000,0.531250
751.171875,0.546875
751.718750,0.546875
752.296875,0.578125
752.906250,0.609375
753.500000,0.593750
754.109375,0.609375
754.703125,0.593750
755.281250,0.578125
755.859375,0.578125
801.750000,0.453125
802.265625,0.515625
837.109375,0.937500
838.125000,1.015625
839.015625,0.890625
844.890625,0.859375
845.890625,1.000000
846.812500,0.921875
847.656250,0.843750
848.578125,0.921875
849.515625,0.937500
860.703125,0.937500
864.671875,0.812500
869.562500,0.796875
870.281250,0.718750
871.031250,0.750000
871.625000,0.593750
876.406250,0.687500
890.703125,0.734375
899.015625,0.875000
899.796875,0.781250
900.625000,0.828125
901.468750,0.843750
902.203125,0.734375
902.968750,0.765625
903.843750,0.875000
904.562500,0.718750
905.531250,0.968750
924.093750,0.937500
924.953125,0.859375
967.750000,0.921875
968.546875,0.796875
969.343750,0.796875
970.218750,0.875000
970.890625,0.671875
971.593750,0.703125
972.515625,0.921875
973.375000,0.859375
974.078125,0.703125
974.843750,0.765625
975.812500,0.968750
979.453125,0.843750
980.250000,0.796875
981.000000,0.750000
981.671875,0.671875
982.578125,0.906250
983.390625,0.812500
987.171875,0.765625
987.921875,0.750000
988.687500,0.765625
989.359375,0.671875
990.234375,0.875000
990.984375,0.750000
991.609375,0.625000
992.437500,0.828125
993.140625,0.703125
993.890625,0.750000
994.671875,0.781250
1004.453125,0.812500
1008.312500,0.796875
1009.093750,0.781250
1141.375000,0.421875
1147.281250,0.953125
1148.046875,0.765625
1148.796875,0.750000
1149.703125,0.906250
1150.468750,0.765625
1151.453125,0.984375
1152.234375,0.781250
1153.125000,0.890625
1197.359375,0.421875
1197.781250,0.421875
1198.203125,0.421875
1201.156250,0.421875
1201.593750,0.437500
1202.031250,0.437500
1202.468750,0.437500
1202.906250,0.437500
1203.375000,0.468750
1203.843750,0.468750
1204.296875,0.453125
1262.359375,0.890625
1263.203125,0.843750
1264.015625,0.812500
1268.781250,0.843750
1273.468750,0.828125
1274.328125,0.859375
1275.218750,0.890625
1276.078125,0.859375
1276.937500,0.859375
1277.781250,0.843750
1278.609375,0.828125
1279.500000,0.890625
1280.203125,0.703125
1281.031250,0.828125
1281.656250,0.625000
1282.484375,0.828125
1283.296875,0.812500
1312.187500,0.640625
1316.718750,0.796875
1317.500000,0.781250
1318.343750,0.843750
1319.156250,0.812500
1319.937500,0.781250
1320.796875,0.859375
1321.671875,0.875000
