1699372874.000000, 1699372874.000000, 1699372874.000000
32.000000, 32.000000, 32.000000
4,-7,65
5,-7,65
5,-7,65
4,-7,64
4,-8,64
4,-8,63
3,-8,64
4,-7,65
4,-6,66
4,-6,66
5,-6,66
4,-6,65
4,-6,65
4,-7,64
4,-7,63
3,-8,64
3,-7,65
3,-7,65
3,-7,66
5,-7,66
4,-7,66
5,-7,65
4,-8,65
4,-7,65
3,-7,65
4,-7,64
4,-7,64
4,-7,64
4,-7,65
4,-7,65
4,-7,65
4,-7,65
4,-7,65
4,-7,65
4,-8,65
4,-8,65
5,-7,65
4,-7,66
4,-8,66
5,-7,65
5,-7,64
5,-8,64
5,-7,64
5,-7,64
4,-8,64
5,-8,64
5,-7,64
5,-7,66
5,-8,65
6,-7,65
4,-7,65
4,-7,65
5,-7,65
4,-8,64
5,-7,64
5,-7,65
4,-6,65
6,-8,64
5,-8,65
5,-7,65
5,-8,65
5,-8,65
5,-8,65
5,-8,65
4,-7,65
4,-8,66
5,-7,65
6,-7,64
6,-8,64
6,-9,63
5,-8,64
5,-8,64
5,-8,64
5,-8,65
5,-8,66
5,-8,66
6,-7,64
6,-8,64
6,-9,64
5,-9,63
5,-10,63
4,-10,64
4,-10,65
4,-9,66
4,-10,66
4,-10,66
5,-8,66
4,-8,64
5,-8,63
5,-8,63
5,-8,64
5,-8,64
5,-8,65
4,-8,65
6,-7,66
6,-7,66
6,-8,65
7,-8,65
7,-8,63
5,-7,63
4,-7,67
5,-8,65
7,-9,62
8,-8,63
6,-7,66
4,-8,58
5,-7,57
7,-6,61
14,-6,64
20,-8,67
17,-7,68
16,-7,67
15,-7,67
15,-7,66
19,-7,61
10,-6,58
14,-6,65
6,-7,64
-11,-8,61
-7,-8,61
10,-7,69
6,-7,67
5,-7,67
7,-8,63
5,-9,63
-1,-6,71
0,-10,65
3,-9,65
1,-9,64
-5,-10,64
-7,-10,68
-10,-13,60
-16,-12,58
-18,-10,60
-14,-11,61
-14,-10,60
-14,-9,67
-12,-10,68
-12,-11,62
-11,-10,65
-12,-10,66
-14,-10,61
-14,-10,61
-11,-10,66
-12,-11,61
-14,-10,63
-10,-9,66
-12,-11,60
-9,-9,65
-8,-8,65
-9,-9,61
-10,-9,65
-10,-9,65
-13,-11,62
-8,-9,66
-11,-9,63
-11,-10,62
-8,-10,64
-11,-10,63
-14,-10,65
-8,-12,66
-7,-12,66
-11,-11,64
-10,-11,65
-7,-11,62
-7,-11,65
-5,-11,66
-10,-13,59
-7,-11,68
-9,-11,66
-9,-11,60
-7,-6,63
-3,-9,69
-20,-10,62
-18,-12,62
-16,-11,64
-14,-10,65
-12,-10,64
-5,-13,60
-10,-10,56
-11,-11,64
-8,-10,63
-10,-8,65
-18,-10,67
-14,-11,63
-6,-13,61
-10,-15,60
-13,-14,62
-14,-12,65
-11,-10,67
-5,-8,66
-1,-6,61
-4,-4,63
-3,-1,71
-4,-4,62
8,6,64
-4,-7,69
1,-4,70
-5,-10,62
2,-8,76
3,-9,73
-12,-4,55
-14,0,58
-7,-8,66
3,-8,68
2,-8,67
0,-4,65
-3,-6,65
-5,-6,66
-4,-4,67
-4,-7,64
-6,0,64
-4,0,66
-2,-1,64
-4,-1,63
-3,1,64
-3,-4,66
-3,-7,65
-2,-6,65
-3,-6,66
0,-6,65
1,-6,65
-1,-7,73
-3,-6,74
-3,-6,65
-1,-2,65
-2,-5,68
-2,-7,61
-4,-9,65
-6,-10,65
-9,-11,62
-8,-11,64
-11,-13,61
-12,-12,63
-7,-10,66
-11,-10,59
-11,-9,62
-6,-7,68
-11,-10,62
-10,-9,65
-16,-6,60
-22,-12,61
-19,-11,63
-14,-10,63
-20,-10,60
-24,-12,58
-24,-13,63
-28,-12,63
-24,-13,60
-22,-13,64
-13,-12,59
-18,-11,62
-21,-11,63
-24,-14,60
-20,-14,61
-18,-13,64
-19,-12,62
-20,-12,61
-18,-11,60
-17,-12,61
-19,-12,60
-20,-11,62
-18,-11,63
-18,-11,61
-19,-11,62
-19,-11,64
-16,-11,62
-17,-11,62
-19,-11,62
-18,-12,62
-17,-12,62
-17,-12,61
-19,-11,63
-17,-12,63
-18,-12,60
-18,-11,63
-18,-12,62
-18,-11,61
-18,-11,62
-17,-12,62
-17,-12,61
-18,-12,62
-17,-12,62
-17,-11,62
-17,-12,61
-15,-11,63
-15,-11,64
-17,-11,62
-21,-13,60
-21,-11,63
-18,-10,64
-19,-11,62
-21,-12,61
-19,-13,59
-19,-14,58
-16,-14,61
-17,-14,63
-18,-14,62
-19,-12,62
-17,-11,63
-18,-10,64
-14,-12,63
-12,-11,63
-15,-13,62
-13,-13,63
-13,-13,61
-16,-12,62
-15,-12,63
-13,-13,62
-13,-12,62
-15,-12,63
-14,-11,64
-15,-11,63
-15,-12,63
-13,-13,62
-14,-13,62
-16,-13,63
-16,-13,64
-15,-13,61
-14,-13,61
-15,-13,62
-14,-13,63
-13,-12,65
-13,-12,65
-13,-12,64
-11,-12,65
-6,-13,69
-23,-14,64
-17,-13,68
-11,-15,63
-15,-14,58
-21,-15,64
-19,-18,62
-25,-18,56
-22,-16,54
-13,-16,56
-15,-17,58
-16,-10,62
-8,-9,59
-20,-19,42
-22,-19,63
-28,-16,66
-33,-18,57
-25,-17,54
-20,-12,59
-26,-11,62
-31,-12,56
-34,-12,42
-58,-11,34
-53,-12,31
-59,-15,26
-58,-17,21
-64,-19,17
-63,-16,29
-67,-17,30
-57,-18,29
-62,-13,28
-67,-12,25
-58,-13,29
-55,-12,30
-58,-13,18
-61,-13,24
-61,-13,25
-55,-16,17
-58,-18,16
-60,-16,24
-62,-16,18
-61,-18,12
-59,-18,14
-61,-20,17
-63,-19,17
-61,-17,14
-60,-17,14
-61,-18,13
-60,-17,16
-60,-17,16
-61,-19,13
-62,-19,13
-61,-18,15
-59,-17,16
-60,-17,17
-65,-19,12
-60,-20,12
-57,-19,13
-60,-17,12
-63,-18,12
-60,-18,15
-61,-17,16
-62,-18,14
-60,-19,12
-58,-18,13
-61,-17,15
-62,-18,15
-60,-18,14
-62,-19,12
-62,-19,13
-60,-18,15
-61,-19,12
-61,-19,12
-58,-18,16
-61,-19,11
-65,-20,11
-59,-18,15
-59,-18,14
-62,-19,12
-59,-18,15
-60,-18,15
-64,-19,12
-60,-18,16
-60,-18,16
-60,-19,12
-61,-19,12
-58,-19,14
-61,-19,13
-62,-18,14
-61,-19,14
-60,-20,13
-61,-19,13
-61,-19,13
-60,-20,12
-61,-19,14
-59,-19,14
-60,-19,13
-61,-19,13
-59,-19,14
-60,-19,14
-62,-20,13
-60,-20,13
-57,-19,13
-62,-18,18
-66,-18,16
-58,-19,12
-56,-20,12
-62,-20,14
-61,-20,13
-58,-19,14
-61,-18,15
-61,-18,15
-58,-20,15
-62,-19,14
-60,-19,14
-60,-18,14
-61,-20,14
-61,-19,15
-59,-19,14
-60,-19,14
-61,-20,14
-59,-19,14
-60,-19,14
-61,-20,14
-60,-20,15
-60,-19,15
-61,-20,13
-61,-20,12
-60,-19,15
-60,-20,14
-60,-20,14
-60,-20,14
-59,-19,15
-61,-19,14
-61,-20,14
-59,-20,15
-60,-19,14
-61,-20,13
-60,-19,14
-60,-20,14
-60,-20,14
-59,-19,14
-60,-19,14
-61,-19,14
-60,-20,14
-60,-19,14
-61,-19,14
-60,-20,14
-60,-20,14
-61,-20,14
-60,-20,15
-60,-19,14
-60,-19,14
-59,-19,14
-60,-20,14
-61,-19,14
-60,-19,14
-60,-19,14
-61,-19,14
-60,-20,14
-60,-19,15
-61,-20,14
-60,-20,14
-60,-19,15
-60,-19,15
-60,-19,13
-60,-20,14
-61,-20,15
-60,-19,14
-60,-20,14
-60,-19,14
-58,-19,14
-58,-19,15
-60,-20,13
-60,-20,14
-60,-19,15
-62,-19,13
-61,-20,14
-60,-20,13
-60,-19,13
-60,-19,14
-61,-20,13
-60,-20,14
-62,-19,13
-61,-19,13
-60,-19,13
-59,-19,13
-60,-19,13
-60,-19,14
-60,-19,14
-60,-19,13
-62,-19,13
-62,-19,14
-60,-19,13
-61,-20,12
-62,-19,14
-61,-18,15
-61,-19,12
-61,-19,13
-59,-19,15
-60,-19,14
-60,-19,13
-61,-19,14
-61,-19,13
-60,-19,14
-60,-19,14
-61,-19,14
-61,-20,13
-60,-20,13
-60,-19,14
-61,-19,13
-61,-19,14
-59,-19,15
-60,-20,13
-60,-20,13
-60,-20,12
-60,-19,12
-61,-20,14
-62,-20,13
-61,-21,13
-59,-19,14
-59,-19,15
-63,-19,15
-61,-20,16
-59,-18,21
-60,-18,20
-57,-17,20
-56,-18,22
-61,-19,20
-60,-19,18
-59,-20,18
-61,-20,18
-59,-19,18
-58,-19,18
-59,-19,18
-59,-19,18
-59,-20,18
-59,-19,18
-60,-20,17
-59,-20,18
-59,-20,16
-60,-19,20
-57,-20,16
-58,-18,20
-58,-18,20
-60,-18,22
-63,-20,13
-60,-20,19
-58,-20,19
-59,-19,17
-60,-20,17
-58,-19,19
-59,-19,18
-61,-19,21
-60,-20,16
-59,-19,20
-59,-18,21
-59,-19,16
-59,-20,16
-61,-20,21
-58,-20,21
-58,-20,17
-61,-20,17
-59,-20,18
-59,-18,21
-57,-20,18
-60,-20,17
-60,-19,21
-59,-19,21
-58,-19,18
-58,-18,18
-59,-19,17
-60,-19,21
-58,-20,19
-61,-20,18
-59,-20,18
-59,-19,19
-60,-19,19
-61,-19,19
-62,-19,20
-57,-17,21
-57,-18,20
-58,-20,25
-58,-21,33
-52,-22,34
-34,-20,43
-35,-19,51
-35,-19,55
-31,-19,52
-29,-18,51
-35,-19,53
-31,-19,52
-32,-19,52
-35,-19,54
-33,-19,55
-32,-18,55
-32,-18,54
-32,-18,53
-27,-17,56
-33,-19,53
-34,-21,52
-38,-21,41
-53,-22,29
-61,-19,27
-55,-22,28
-56,-22,29
-51,-21,34
-50,-20,34
-54,-21,29
-54,-21,32
-52,-21,31
-54,-21,28
-54,-21,28
-54,-21,29
-55,-22,29
-55,-22,28
-54,-21,29
-55,-22,29
-55,-22,29
-53,-21,29
-52,-21,29
-54,-21,29
-54,-21,31
-53,-22,30
-53,-22,29
-54,-22,29
-54,-22,30
-53,-22,28
-54,-22,28
-54,-22,29
-54,-23,28
-55,-23,28
-54,-22,29
-54,-22,28
-54,-22,28
-54,-22,30
-53,-22,30
-54,-22,28
-55,-22,28
-53,-22,30
-54,-22,29
-54,-22,29
-54,-22,29
-54,-22,29
-54,-22,29
-53,-22,29
-54,-22,29
-54,-22,29
-53,-21,30
-53,-22,29
-55,-23,29
-54,-22,29
-54,-22,30
-54,-22,29
-54,-22,29
-54,-22,30
-54,-23,29
-54,-23,28
-54,-22,29
-53,-22,29
-54,-22,29
-54,-22,30
-53,-22,29
-52,-22,27
-54,-22,32
-58,-22,32
-52,-22,26
-49,-23,27
-55,-22,31
-54,-23,28
-53,-23,28
-54,-22,29
-54,-22,29
-54,-22,29
-54,-22,29
-54,-22,29
-54,-23,29
-53,-23,29
-54,-22,29
-54,-22,28
-53,-23,28
-54,-23,29
-54,-23,28
-54,-23,28
-53,-23,29
-54,-22,29
-54,-23,28
-54,-23,29
-53,-22,30
-54,-23,29
-54,-22,29
-54,-22,30
-54,-23,29
-54,-23,28
-53,-22,30
-53,-23,29
-54,-23,28
-54,-23,29
-54,-23,29
-54,-23,29
-54,-23,29
-54,-22,30
-53,-23,29
-53,-23,28
-54,-24,28
-55,-23,29
-54,-23,27
-54,-23,28
-52,-23,27
-52,-23,27
-55,-23,29
-54,-23,30
-54,-23,31
-54,-23,29
-54,-22,30
-54,-23,30
-54,-22,29
-55,-22,29
-55,-23,28
-54,-23,28
-53,-23,28
-53,-23,28
-54,-23,28
-53,-23,28
-54,-23,28
-54,-22,28
-54,-23,28
-54,-23,29
-54,-23,29
-54,-23,29
-54,-23,29
-54,-23,28
-53,-23,28
-52,-23,29
-53,-23,31
-55,-24,29
-52,-23,29
-53,-22,32
-53,-22,32
-54,-23,28
-54,-23,29
-55,-23,31
-54,-23,29
-54,-23,29
-54,-22,27
-54,-22,29
-54,-23,29
-51,-23,30
-52,-21,32
-50,-21,31
-58,-24,24
-60,-25,20
-58,-23,17
-58,-22,15
-61,-23,21
-56,-23,19
-58,-22,20
-58,-22,21
-59,-20,22
-61,-21,24
-59,-22,23
-57,-21,23
-56,-20,19
-58,-20,19
-58,-21,21
-55,-21,22
-55,-22,21
-62,-23,19
-60,-23,23
-58,-24,22
-61,-24,24
-57,-24,23
-55,-23,20
-62,-23,16
-57,-22,16
-54,-21,16
-57,-23,7
-57,-24,10
-56,-24,13
-56,-24,13
-56,-24,14
-58,-24,15
-58,-23,15
-57,-22,12
-60,-22,15
-57,-22,15
-55,-19,14
-56,-20,16
-61,-23,14
-62,-25,12
-63,-24,16
-67,-27,13
-63,-27,15
-58,-22,16
-61,-21,15
-61,-20,16
-60,-20,16
-59,-21,16
-60,-21,17
-56,-20,19
-56,-20,18
-61,-20,17
-57,-21,18
-53,-20,22
-63,-23,17
-56,-21,19
-55,-21,19
-59,-22,18
-61,-21,19
-57,-20,20
-58,-22,16
-59,-21,19
-56,-20,23
-60,-20,20
-58,-21,20
-55,-20,21
-58,-21,18
-65,-23,22
-58,-23,16
-60,-24,15
-57,-24,24
-57,-23,24
-57,-24,21
-60,-26,20
-57,-26,21
-60,-24,8
-65,-25,5
-59,-22,14
-52,-21,14
-55,-24,7
-54,-25,10
-58,-26,12
-58,-27,11
-58,-27,11
-57,-27,13
-58,-25,14
-57,-21,15
-52,-21,17
-63,-24,8
-59,-23,14
-57,-24,12
-56,-26,7
-57,-26,10
-57,-24,16
-62,-29,9
-62,-28,12
-64,-26,18
-62,-25,17
-61,-25,10
-59,-24,10
-60,-24,11
-59,-24,11
-58,-24,11
-58,-23,12
-59,-24,12
-59,-24,12
-59,-24,12
-58,-24,12
-59,-24,12
-59,-24,12
-60,-23,12
-58,-24,12
-60,-24,12
-59,-25,11
-57,-25,13
-59,-25,12
-59,-25,11
-58,-25,12
-58,-25,13
-60,-25,11
-59,-25,11
-58,-25,13
-59,-25,12
-59,-25,12
-58,-25,11
-59,-25,12
-59,-24,12
-58,-25,12
-59,-24,13
-60,-25,11
-57,-25,12
-57,-25,12
-59,-25,12
-58,-25,12
-58,-24,12
-60,-25,12
-59,-26,12
-58,-26,12
-59,-25,11
-59,-25,11
-59,-25,12
-58,-25,12
-58,-25,12
-58,-25,12
-59,-25,12
-59,-25,12
-58,-25,12
-58,-25,12
-59,-25,12
-58,-25,12
-58,-25,12
-59,-25,12
-59,-25,11
-58,-25,12
-59,-25,12
-59,-25,11
-58,-25,12
-58,-25,12
-59,-25,12
-59,-25,12
-59,-25,12
-59,-25,12
-58,-25,12
-58,-25,12
-58,-25,12
-59,-25,12
-59,-25,12
-58,-25,11
-59,-26,12
-58,-25,12
-59,-25,12
-59,-25,12
-58,-25,12
-58,-25,12
-58,-26,11
-58,-25,13
-58,-25,12
-59,-26,11
-58,-25,12
-58,-25,13
-58,-26,11
-59,-26,11
-59,-25,13
-58,-25,12
-58,-26,12
-58,-25,12
-59,-25,12
-59,-25,12
-58,-25,12
-58,-25,12
-59,-26,12
-59,-26,12
-58,-25,11
-58,-24,11
-56,-25,9
-58,-26,6
-61,-29,9
-54,-31,-3
-62,-26,8
-68,-24,9
-66,-21,-1
-76,-26,1
-56,-26,-3
-58,-27,-12
-56,-29,-13
-51,-33,-5
-53,-33,-5
-53,-33,-4
-51,-33,-3
-56,-36,-8
-55,-36,-9
-52,-38,-10
-48,-38,-8
-51,-37,-7
-51,-37,-7
-50,-37,-7
-49,-37,-3
-51,-37,-4
-53,-38,-8
-51,-37,-5
-51,-37,-3
